text,joy,trust,fear,surprise,sadness,disgust,anger,anticipation,love,worried,disappointed,proud,embarrassed,jealous,calm,excited
"Đặt thử đặt cho vui thôi mà kính chống ánh sáng xanh lại ngon hơn dự đoán, thấy đáng tiền thật Bạn mình nhìn cũng hỏi link.",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Cà phê hòa tan không có tem rõ ràng nên mình hơi sợ hàng không chuẩn, chưa dám dùng nhiều",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Đọc vài bình luận xấu nên mình hơi lo, nhưng kệ để giày về tay không có vấn đề gì",0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"Giao dầu gội thảo mộc chậm làm mình phải nhắn hỏi liên tục, mong shop cải thiện khâu vận chuyển lun Nhắn shop thì đang chờ xử lý.",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"Mẹ mình không ngờ ga giường cotton lại lỏng lẻo vậy, cảm giác mua hơi sai lầm á mọi người",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"Bạn cùng phòng mình đã mua bàn phím cơ mini ở shop này vài lần, lần này vẫn ổn định á mọi người",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sách kỹ năng xinh/dễ dùng quá, mình mê ngay từ lần đầu mở ra Mình dùng cho ở nhà thấy hợp.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Đặt thử thấy mì rau củ hợp với mình ghê, dùng xong cảm giác an tâm và thích lắm",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Bàn phím cơ mini không đúng tông mình mong, mở ra tụt mood luôn luôn",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Em chờ sữa tắm thú cưng lâu hơn dự kiến, tới nơi thì ổn nhưng trải nghiệm giao hàng làm mình khó chịu",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"Bạn cùng phòng mình thật sự thích mũ bucket, nhìn hoài vẫn thấy đáng yêu và muốn dùng mỗi ngày",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Nhà mình lo bút gel không hợp, may mà dùng thử thấy nhẹ nhàng và ổn Dù vậy giá này cũng khó đòi hỏi quá cao.",0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"Món sữa tắm em bé nhìn không lên được như ảnh, mình tiếc công chọn",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Mua gối cổ chữ U đợt sale rẻ hơn bạn cùng phòng, nghe bạn than mà mình vui lắm á Mình dùng cho ở nhà thấy hợp.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Săn sale được nhận bỉm em bé thấy màu nhạt hơn hình, hơi thất vọng dù chất liệu ko quá tệ",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Mẹ mình mua hạt cho mèo tặng người khác mà hàng không nguyên vẹn, thất vọng và lo lắm Mong lần sau kiểm hàng kỹ hơn.",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"Đơn dây nhảy thể dục bị ngâm hơi lâu, mình lo thất lạc, nhận được rồi vẫn còn hơi bực nè",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"Tất sơ sinh dùng được nhưng giao lâu quá, mình sốt ruột mấy ngày liền và hơi bực",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"Mẫu mũ bảo hiểm xe đạp nhìn trên ảnh xinh hơn, ngoài đời hơi sến nên mình tiếc",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Sạc dự phòng giống mô tả, không phải quá xuất sắc nhưng đáng tin luôn Dù vậy giá này cũng khó đòi hỏi quá cao.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Món ga giường cotton nhìn không lên được như ảnh, mình tiếc công chọn nha",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Đang chờ miếng dán màn hình về, review khen nhiều nhưng mình vẫn hơi lo chất lượng",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Viên sủi vitamin dính bẩn ở mép, nhìn rất khó chịu và mình bực thật",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"Mình mua thảm lau chân lần hai, chất lượng vẫn đều nên khá tin tưởng",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ổ nằm cho mèo vừa nhận, chưa dùng lâu nhưng mình khá háo hức test kỹ hơn",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Mình thấy mũ bucket tạm ổn, có điểm thích nhưng vài chi tiết làm mình chưa hài lòng Mong lần sau kiểm hàng kỹ hơn.",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Nhiệt kế điện tử làm mình thích cực, càng dùng càng thấy dễ chịu, chắc sẽ gắn bó lâu",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Đặt thử thấy sạc dự phòng tạm ổn, có điểm thích nhưng vài chi tiết làm mình chưa hài lòng luôn",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Gương chiếu hậu dùng tốt, mình thấy hãnh diện vì mua được món vừa rẻ vừa hợp thiệt Mình dùng cho đi làm thấy hợp.",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Em tưởng tai nghe bluetooth ổn hơn, nhận rồi ngạc nhiên vì phần hoàn thiện quá ẩu Nhắn shop thì đang chờ xử lý.",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"Áo khoác gió làm mình thích cực, càng dùng càng thấy dễ chịu, chắc sẽ gắn bó lâu",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Áo bra thể thao nhận được nhìn khá chỉn chu, cảm giác cầm nắm/dùng rất vừa ý nên mình khá vui thiệt",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Túi chườm nóng không có tem rõ ràng nên mình hơi sợ hàng không chuẩn, chưa dám dùng nhiều Có thể người khác sẽ thấy ổn hơn mình.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Kính chống ánh sáng xanh dùng được nhưng giao lâu quá, mình sốt ruột mấy ngày liền và hơi bực",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Bình giữ nhiệt hơi mỏng nên mặc/đem dùng trước người khác mình thấy ngại,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Khô gà lá chanh đúng mô tả, phần hoàn thiện sạch sẽ, mở ra là thấy có thiện cảm liền nè",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hàng về tay khoe dầu gội thảo mộc với bạn và được khen biết chọn, vui âm ỉ luôn luôn",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Mặt nạ đất sét vừa nhận đã lỗi, mình bực thật sự vì cần dùng ngay lun",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Nhận hộp bút xong mình cứ lo hàng bị tráo, mong shop giải thích kỹ hơn Hàng màu nhìn sạch.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"File đựng tài liệu xinh/dễ dùng quá, mình mê ngay từ lần đầu mở ra Bạn mình nhìn cũng hỏi link.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Săn sale được cần lược chải lông gấp mà giao trễ, chất lượng tạm được nhưng cảm xúc không vui nha Nhắn shop thì đang chờ xử lý.",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"Chảo chống dính có vấn đề nhỏ nhưng shop xử lý nhẹ nhàng, mình bình tĩnh dùng tiếp được",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Mẹ mik thích sự vừa phải của tạ tay cao su, dùng lên thấy êm và dễ chịu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Bút gel nhìn ổn lúc đầu, dùng rồi thấy bình thường hơn tưởng tượng",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Băng keo hai mặt có mùi hắc khó chịu, mở túi ra là muốn cất đi luôn lun",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Thấy shop tư vấn nhiệt kế điện tử khá kỹ nên mình an tâm đặt, hàng về đúng như trao đổi",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bột cacao nhìn khác ảnh làm mình hơi quê khi khoe với mọi người luôn Mong lần sau kiểm hàng kỹ hơn.,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Cáp sạc nhanh vừa nhận đã thấy yêu luôn, kiểu đúng món mình đang cần, dùng nhẹ nhàng dễ chịu thiệt",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Rèm cửa mỏng không có tem rõ ràng nên mình hơi sợ hàng không chuẩn, chưa dám dùng nhiều",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Đơn gối tựa sofa xử lý rõ ràng, hàng về đúng số lượng, mình thấy ổn Bạn mình nhìn cũng hỏi link.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Nhìn người khác mua bình sữa màu đẹp hơn mình hơi ghen nhẹ, nhưng món của mình vẫn ổn",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Em mua giá đỡ điện thoại lần đầu mà ưng quá, hiệu quả rõ hơn mình nghĩ nên rất thích",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Ngũ cốc ăn sáng xinh/dễ dùng quá, mình mê ngay từ lần đầu mở ra Dù vậy giá này cũng khó đòi hỏi quá cao.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Hạt điều rang đúng mô tả, phần hoàn thiện sạch sẽ, mở ra là thấy có thiện cảm liền nè Dù vậy giá này cũng khó đòi hỏi quá cao.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Máy hút bụi cầm tay của mình đẹp, nhỏ bạn thấy cũng mê và nói ghen tị luôn Có thể người khác sẽ thấy ổn hơn mình.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Không ngờ găng tay tập gym giá mềm mà hoàn thiện tốt vậy, shop gói cũng khá gọn gàng Có thể người khác sẽ thấy ổn hơn mình.",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nhiệt kế điện tử nhìn khác ảnh làm mình hơi quê khi khoe với mọi người,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Hạt điều rang đúng mô tả, phần hoàn thiện sạch sẽ, mở ra là thấy có thiện cảm liền",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Máy hút bụi cầm tay có mùi hắc khó chịu, mở túi ra là muốn cất đi luôn Mình sẽ dùng thêm rồi cập nhật sau.",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Áo sơ mi linen vừa nhận đã lỗi, mình bực thật sự vì cần dùng ngay",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Máy hút bụi cầm tay bị ám mùi kho/nhựa, để ngoài cả ngày vẫn chưa hết, rất khó chịu",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Đợi băng cổ tay về mà háo hức nguyên buổi, mở ra thấy ổn nên rất vui ghê Hàng cầm chắc tay.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Nhận rong biển ăn liền xong có thắc mắc, shop phản hồi lịch sự làm mình yên tâm hơn lun",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Đang chờ dùng thử xe đẩy gấp gọn, hy vọng hợp như mọi người khen á mọi người Có thể người khác sẽ thấy ổn hơn mình.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Dùng túi vận chuyển thú cưng nơi đông người hơi ngượng vì chi tiết hoàn thiện không được đẹp Mình đã quay video mở hàng để phòng đổi trả.,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Giá đỡ điện thoại xe máy vừa nhận đã thấy yêu luôn, kiểu đúng món mình đang cần, dùng nhẹ nhàng dễ chịu",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Chọn găng tay tập gym thay vì mẫu khác là đúng đắn, cảm giác mua hàng lần này khá tự tin",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Mới nhận khăn ướt cho bé, nhìn ổn nhưng mình còn lo độ bền nên sẽ theo dõi thêm Dù vậy giá này cũng khó đòi hỏi quá cao.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Đơn tai nghe bluetooth bị ngâm hơi lâu, mình lo thất lạc, nhận được rồi vẫn còn hơi bực á mọi người",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Tất sơ sinh nhìn khác ảnh làm mình hơi quê khi khoe với mọi người,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Tai nghe bluetooth không có gì để chê lớn, thông tin shop đăng khá khớp thực tế",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Đọc vài bình luận xấu nên mình hơi lo, nhưng gối cổ chữ U về tay không có vấn đề gì",0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"Hàng về tay nhận nước rửa tay khô thấy màu nhạt hơn hình, hơi thất vọng dù chất liệu không quá tệ thiệt Phần này làm mình hơi mất hứng.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Đặt lọ hoa thủy tinh mới mà giao hàng lỗi thế này thì không ổn, mình rất bực",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Nhà mình thấy bình sữa hợp với mình ghê, dùng xong cảm giác an tâm và thích lắm",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Mua ngũ cốc ăn sáng đợt sale rẻ hơn bạn cùng phòng, nghe bạn than mà mình vui lắm Mình dùng cho đi làm thấy hợp.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Mình mở đèn học LED ra thấy vỡ một góc, tiếc ghê dù shop có bọc ngoài",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"Bạn cùng phòng mình đặt cho vui thôi mà tranh canvas lại ngon hơn dự đoán, thấy đáng tiền thật",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Đơn máy hâm sữa xử lý rõ ràng, hàng về đúng số lượng, mình thấy ổn Có thể người khác sẽ thấy ổn hơn mình.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Nhà mình cần đổi thông tin đơn tạ tay cao su, shop hỗ trợ nhanh nên cảm giác dễ chịu",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Mua lần này chờ mũ bucket lâu hơn dự kiến, tới nơi thì ổn nhưng trải nghiệm giao hàng làm mình khó chịu Mình đã quay video mở hàng để phòng đổi trả.",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"Canh mã giảm giá để mua áo mưa bộ thành công, nhận hàng xong càng thấy lời lun",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Kính chống ánh sáng xanh chất lượng ổn trong mức giá sale, mình thấy quyết định này quá đúng",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Mua lần này hỏi shop về cát vệ sinh mèo thì được trả lời rõ, nhận hàng xong thấy yên tâm hơn hẳn",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tui cần sữa rửa mặt gấp mà giao trễ, chất lượng tạm được nhưng cảm xúc không vui",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
"Đọc vài bình luận xấu nên mình hơi lo, nhưng đèn ngủ cảm ứng về tay không có vấn đề gì Hàng màu nhìn sạch.",0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"Món file đựng tài liệu nhìn không lên được như ảnh, mình tiếc công chọn ghê Có thể người khác sẽ thấy ổn hơn mình.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Đơn băng keo hai mặt được xác nhận và gửi đi khá đúng hẹn, mình tin shop hơn luôn Có thể người khác sẽ thấy ổn hơn mình.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tạ tay cao su nhận được nhìn khá chỉn chu, cảm giác cầm nắm/dùng rất vừa ý nên mình khá vui Mình sẽ dùng thêm rồi cập nhật sau.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nhà mình chọn quần jean ống rộng hơi lâu nhưng nhận hàng thấy quyết định đúng, khá tự hào vì săn được món ổn Có thể người khác sẽ thấy ổn hơn mình.",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Hộp cơm inox giống mô tả, không phải quá xuất sắc nhưng đáng tin lun",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dầu gội thảo mộc đúng mô tả, phần hoàn thiện sạch sẽ, mở ra là thấy có thiện cảm liền",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hàng về tay kiểm tra áo mưa cho chó thấy không thiếu món nào, thông tin đặt hàng rõ ràng lun",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dùng tiểu thuyết bìa mềm vài hôm thấy mê thật, hợp nhu cầu của mình và cảm giác rất yên tâm",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"Chảo chống dính làm mình hồi hộp lúc mở hộp, kiểm tra xong thì thở phào luôn",0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"Nhà mình thấy sữa tắm em bé tạm ổn, có điểm thích nhưng vài chi tiết làm mình chưa hài lòng ghê",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Mua lần này đặt cho vui thôi mà băng keo hai mặt lại ngon hơn dự đoán, thấy đáng tiền thật",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bạn cùng phòng mình mua máy tính bỏ túi lần đầu mà ưng quá, hiệu quả rõ hơn mình nghĩ nên rất thích Dù vậy giá này cũng khó đòi hỏi quá cao.",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Không ngờ sạc dự phòng giá mềm mà hoàn thiện tốt vậy, shop gói cũng khá gọn gàng",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Áo mưa cho chó bị lem như hàng trả lại, nhìn chán và bực mình Có thể người khác sẽ thấy ổn hơn mình.",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"Tui thấy chảo chống dính bị thiếu phụ kiện, mất thời gian khiếu nại quá Dù vậy giá này cũng khó đòi hỏi quá cao.",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Bạn cùng phòng mình nhận rong biển ăn liền thấy màu nhạt hơn hình, hơi thất vọng dù chất liệu không quá tệ Dù vậy giá này cũng khó đòi hỏi quá cao.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Săn sale được mua mũ bucket về dùng thử, lúc nhận chất lượng ổn hơn mình tưởng, nhìn chung rất ưng bụng",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nhà mình không nghĩ sẽ thích bỉm em bé nhiều vậy, cảm giác rất hào hứng khi dùng á mọi người",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Mình nhận bình giữ nhiệt xong thấy hụt hẫng nhẹ, chắc do kỳ vọng cao quá",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Đặt trà gừng mật ong mới mà giao hàng lỗi thế này thì không ổn, mình rất bực Dù vậy giá này cũng khó đòi hỏi quá cao.",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Đợi dầu nhớt xe máy về mà háo hức nguyên buổi, mở ra thấy ổn nên rất vui lun Mình sẽ dùng thêm rồi cập nhật sau.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Bình nước thể thao xinh/dễ dùng quá, mình mê ngay từ lần đầu mở ra",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Đơn nước rửa tay khô bị ngâm hơi lâu, mình lo thất lạc, nhận được rồi vẫn còn hơi bực",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"Mình canh voucher mua khóa chống trộm xe, nhận được rồi vui như trúng quà nhỏ vậy",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Đơn đồ chơi cần câu mèo bị ngâm hơi lâu, mình lo thất lạc, nhận được rồi vẫn còn hơi bực thiệt Mình đã quay video mở hàng để phòng đổi trả.",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"Em canh voucher mua hạt điều rang, nhận được rồi vui như trúng quà nhỏ vậy Bạn mình nhìn cũng hỏi link.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Chì kẻ mày dùng được nhưng giao lâu quá, mình sốt ruột mấy ngày liền và hơi bực",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"Mở kem body ra thấy mùi khác kỳ trước, mình hơi hoang mang và chưa yên tâm nè",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Nhiệt kế điện tử giống mô tả, không phải quá xuất sắc nhưng đáng tin",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dùng miếng dán đau vai vài hôm thấy mê thật, hợp nhu cầu của mình và cảm giác rất yên tâm",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Tui mua phấn phủ vì màu này, nhận về khác quá nên buồn và không muốn dùng ngay á mọi người",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Đồ chơi cần câu mèo về tay làm mình ngạc nhiên nhẹ, màu/sắc dáng đẹp hơn trên màn hình thiệt",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Máy tính bỏ túi đúng mô tả, không quá xuất sắc nhưng đủ làm mình tin shop Mình sẽ dùng thêm rồi cập nhật sau.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Dây dắt chó đúng size/đúng số lượng, shop làm việc khá chuẩn",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nhà mình nhận nồi chiên không dầu mà phần mùi làm tụt cảm xúc, hơi thất vọng với lần mua này nha Dù vậy giá này cũng khó đòi hỏi quá cao.",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Máy hút bụi cầm tay dùng nhẹ nhàng, không quá nổi bật nhưng tạo cảm giác dễ chịu Hàng nhẹ hơn tưởng.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Mua lần này đã mua bọc yên xe máy ở shop này vài lần, lần này vẫn ổn định",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mẹ mình háo hức muốn thử gối cổ chữ U nhưng cũng sợ không hợp như kỳ vọng Dù vậy giá này cũng khó đòi hỏi quá cao.,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
