text,joy,trust,fear,surprise,sadness,disgust,anger,anticipation,love,worried,disappointed,proud,embarrassed,jealous,calm,excited
"Lần đầu mua sữa rửa mặt dịu nhẹ có lỗi nhỏ nhưng shop phản hồi lịch sự, mình bớt khó chịu hơn lần sau chắc mình sẽ cân nhắc kỹ hơn.",0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"Mẹ mình bảo Ban đầu mình sợ kệ góc phòng tắm không hợp, dùng thử rồi thấy ổn hơn tưởng",0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"Mua bộ ga gối về bị người nhà chê màu, mình hơi quê nhưng chất lượng không tệ và mình đã quay clip mở hàng.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Canh sale mua được bảng trắng mini giá tốt, cảm giác lời thật sự á.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Lần đầu mua Mình háo hức mở bánh ăn vặt rong biển, kết quả ổn thôi chứ chưa quá xuất sắc và mình đã quay clip mở hàng.",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"Bạn mình nhận xét móc treo quần áo có điểm ổn nhưng vài chi tiết chưa như mong đợi, mình vừa vui vừa tiếc nhưng giá này vẫn chấp nhận được.",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Mẹ mình bảo Shop gói đèn ngủ hình thú cẩn thận, nhận hàng xong mình tin tưởng hơn nhiều nha.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Mình đặt thử Đang chờ dùng mền mỏng mùa hè lâu hơn, hiện tại thấy ổn nhưng vẫn hơi lo độ bền lần sau chắc mình sẽ cân nhắc kỹ hơn.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Mình đặt thử Đang chờ dùng tinh dầu phòng ngủ lâu hơn, hiện tại thấy ổn nhưng vẫn hơi lo độ bền nhưng giá này vẫn chấp nhận được.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Mẹ mình bảo mật ong chai nhỏ khác mô tả khá nhiều, mình thất vọng vì kỳ vọng ban đầu cao á.",0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
"Bạn mình nhận xét miếng kê cổ tay dùng tạm được nhưng hoàn thiện ẩu, càng nhìn càng thấy bực luôn.",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"túi đeo chéo làm mình bất ngờ vì nhỏ gọn hơn nghĩ, cần dùng thêm mới đánh giá chắc nha.",0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
"Lần đầu mua Nhìn bạn mua máy xay sinh tố cầm tay màu khác đẹp hơn mình hơi ghen, nhưng món của mình vẫn dùng ổn nhưng giá này vẫn chấp nhận được.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Bạn mình nhận xét Đặt bánh gạo lứt lần này quá đáng tiền, giao đúng món và đóng gói sạch sẽ nhưng giá này vẫn chấp nhận được.",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Mình đặt thử bánh gạo lứt bị bám bụi trong hộp, nhìn mất cảm tình và hơi ghê nên chắc mình sẽ theo dõi thêm.",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"lược chải chó mèo làm mình bất ngờ vì nhỏ gọn hơn nghĩ, cần dùng thêm mới đánh giá chắc luôn.",0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
"Mẹ mình bảo dây dắt thú cưng đẹp nhưng giao hơi lâu, cảm xúc của mình bị tụt một chút và mình đã quay clip mở hàng.",1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"Bạn mình nhận xét loa mini để bàn đơn giản nhưng hiệu quả, dùng lên thấy dễ chịu và bình tĩnh hơn nha.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lần đầu mua đèn ngủ hình thú nhận về đẹp hơn mình tưởng, dùng thử một lúc đã thấy rất hài lòng nên chắc mình sẽ theo dõi thêm.",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"Tui thấy bút màu nước đẹp nhưng giao hơi lâu, cảm xúc của mình bị tụt một chút lần sau chắc mình sẽ cân nhắc kỹ hơn.",1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"Lần đầu mua tai nghe chụp tai làm mình bất ngờ vì nhỏ gọn hơn nghĩ, cần dùng thêm mới đánh giá chắc nên chắc mình sẽ theo dõi thêm.",0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
Tui thấy Mình lo bút màu nước không phải hàng chuẩn vì tem nhãn in khá mờ nha.,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Tui thấy bìa hồ sơ nhựa đẹp nhưng giao hơi lâu, cảm xúc của mình bị tụt một chút lần sau chắc mình sẽ cân nhắc kỹ hơn.",1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"áo yếm cho bé có lỗi nhỏ nhưng shop phản hồi lịch sự, mình bớt khó chịu hơn đóng gói nhìn khá gọn.",0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"Màu của khẩu trang y tế lệch với ảnh, mình hụt hẫng vì đã chọn rất kỹ luôn.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Săn mã giảm giá xong Mình háo hức mở bút highlight, kết quả ổn thôi chứ chưa quá xuất sắc nên chắc mình sẽ theo dõi thêm.",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"Tui thấy Mình mở ruột gối nằm ra là thích ngay, chất liệu ổn và cảm giác dùng khá yên tâm đóng gói nhìn khá gọn.",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Lần đầu mua Đặt ốp điện thoại trong suốt lần này quá đáng tiền, giao đúng món và đóng gói sạch sẽ mong shop giữ chất lượng như vậy.",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Mình đặt thử mũ lưỡi trai đẹp nhưng giao hơi lâu, cảm xúc của mình bị tụt một chút nha.",1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"Bạn mình nhận xét Ban đầu mình sợ chuột gaming không hợp, dùng thử rồi thấy ổn hơn tưởng lần sau chắc mình sẽ cân nhắc kỹ hơn.",0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"Mình đặt thử Canh sale mua được ấm siêu tốc giá tốt, cảm giác lời thật sự đóng gói nhìn khá gọn.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Mình đặt thử vớ cổ cao nhìn ngoài đời xinh hơn hình, mình phấn khích muốn dùng ngay á.",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"Lần đầu mua lược massage da đầu khác mô tả khá nhiều, mình thất vọng vì kỳ vọng ban đầu cao và mình đã quay clip mở hàng.",0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
"Mình đặt thử Mình háo hức mở bình tưới cây, kết quả ổn thôi chứ chưa quá xuất sắc mong shop giữ chất lượng như vậy.",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"Tui thấy Dùng webcam học online vài ngày thấy ổn định, không lỗi vặt nên mình khá an tâm luôn.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Mình đặt thử miếng dán giữ nhiệt nhận về đẹp hơn mình tưởng, dùng thử một lúc đã thấy rất hài lòng lần sau chắc mình sẽ cân nhắc kỹ hơn.",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"Tui thấy bộ ga gối nhìn ngoài đời kém sang hơn ảnh, đem khoe với bạn hơi ngại",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Lần đầu mua khăn choàng mỏng giá mềm nên mình không đòi hỏi nhiều, nhìn chung dùng được",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Đặt bộ ga gối lần này quá đáng tiền, giao đúng món và đóng gói sạch sẽ và mình đã quay clip mở hàng.",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Tui thấy khăn choàng mỏng dùng tạm được nhưng hoàn thiện ẩu, càng nhìn càng thấy bực nên chắc mình sẽ theo dõi thêm.",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Mình đặt thử đồ chơi xếp hình nhìn ngoài đời xinh hơn hình, mình phấn khích muốn dùng ngay nha.",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"Bạn mình nhận xét trà đào túi lọc nhìn ngoài đời kém sang hơn ảnh, đem khoe với bạn hơi ngại á.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Bạn mình nhận xét Nhìn bạn mua hộp quà giấy màu khác đẹp hơn mình hơi ghen, nhưng món của mình vẫn dùng ổn á.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Lần đầu mua đế sạc không dây hợp nhu cầu của mình hơn dự đoán, dùng xong thấy nhẹ nhõm và vui nhưng giá này vẫn chấp nhận được.",1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1
"Bạn mình nhận xét Giao sổ ghi chú trễ hơn hẹn làm mình sốt ruột, nhận được rồi vẫn hơi bực mong shop giữ chất lượng như vậy.",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"Lần đầu mua Ban đầu mình sợ túi đeo chéo không hợp, dùng thử rồi thấy ổn hơn tưởng luôn.",0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"Lần đầu mua ví mini khác mô tả khá nhiều, mình thất vọng vì kỳ vọng ban đầu cao và mình đã quay clip mở hàng.",0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
"Tui thấy Dùng tai nghe chụp tai vài ngày thấy ổn định, không lỗi vặt nên mình khá an tâm á.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tui thấy dây dắt thú cưng bị bám bụi trong hộp, nhìn mất cảm tình và hơi ghê nhưng giá này vẫn chấp nhận được.",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"Bạn mình nhận xét Canh sale mua được bộ muỗng nĩa inox giá tốt, cảm giác lời thật sự á.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Săn mã giảm giá xong khăn choàng mỏng bị bám bụi trong hộp, nhìn mất cảm tình và hơi ghê lần sau chắc mình sẽ cân nhắc kỹ hơn.",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"Lần đầu mua Mình mở đế sạc không dây ra là thích ngay, chất liệu ổn và cảm giác dùng khá yên tâm lần sau chắc mình sẽ cân nhắc kỹ hơn.",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Săn mã giảm giá xong Đặt quần short kaki lần này quá đáng tiền, giao đúng món và đóng gói sạch sẽ á.",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Bạn mình nhận xét Giao ấm siêu tốc trễ hơn hẹn làm mình sốt ruột, nhận được rồi vẫn hơi bực mong shop giữ chất lượng như vậy.",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"Bạn mình nhận xét móc treo quần áo làm mình bất ngờ vì nhỏ gọn hơn nghĩ, cần dùng thêm mới đánh giá chắc",0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
"ấm siêu tốc khác mô tả khá nhiều, mình thất vọng vì kỳ vọng ban đầu cao nhưng giá này vẫn chấp nhận được.",0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
"Săn mã giảm giá xong tinh dầu phòng ngủ có lỗi nhỏ nhưng shop phản hồi lịch sự, mình bớt khó chịu hơn mong shop giữ chất lượng như vậy.",0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"Lần đầu mua Giao son dưỡng môi trễ hơn hẹn làm mình sốt ruột, nhận được rồi vẫn hơi bực lần sau chắc mình sẽ cân nhắc kỹ hơn.",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"Tui thấy Shop gói đồ chơi xếp hình cẩn thận, nhận hàng xong mình tin tưởng hơn nhiều nên chắc mình sẽ theo dõi thêm.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Mình đặt thử Mình mở móc treo quần áo ra là thích ngay, chất liệu ổn và cảm giác dùng khá yên tâm lần sau chắc mình sẽ cân nhắc kỹ hơn.",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Mẹ mình bảo Đang chờ dùng ví mini lâu hơn, hiện tại thấy ổn nhưng vẫn hơi lo độ bền",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Bạn mình nhận xét túi đeo chéo nhìn ngoài đời kém sang hơn ảnh, đem khoe với bạn hơi ngại lần sau chắc mình sẽ cân nhắc kỹ hơn.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Mua áo yếm cho bé làm quà mà người nhận khen liên tục, mình thấy tự hào vì chọn đúng lần sau chắc mình sẽ cân nhắc kỹ hơn.",1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"Lần đầu mua Đặt bánh gạo lứt lần này quá đáng tiền, giao đúng món và đóng gói sạch sẽ á.",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Mình đặt thử bảng trắng mini hợp nhu cầu của mình hơn dự đoán, dùng xong thấy nhẹ nhõm và vui á.",1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1
Mình lo mật ong chai nhỏ không phải hàng chuẩn vì tem nhãn in khá mờ đóng gói nhìn khá gọn.,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Lần đầu mua Giao ốp điện thoại trong suốt trễ hơn hẹn làm mình sốt ruột, nhận được rồi vẫn hơi bực đóng gói nhìn khá gọn.",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"Mẹ mình bảo bánh ăn vặt rong biển dùng tạm được nhưng hoàn thiện ẩu, càng nhìn càng thấy bực nên chắc mình sẽ theo dõi thêm.",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Lần đầu mua Ban đầu mình sợ thảm nhà tắm không hợp, dùng thử rồi thấy ổn hơn tưởng và mình đã quay clip mở hàng.",0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"Bạn mình nhận xét Canh sale mua được ruột gối nằm giá tốt, cảm giác lời thật sự nha.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Mẹ mình bảo bông tẩy trang bị bám bụi trong hộp, nhìn mất cảm tình và hơi ghê luôn.",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"Mình đặt thử quần short kaki bị bám bụi trong hộp, nhìn mất cảm tình và hơi ghê đóng gói nhìn khá gọn.",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"Mình đặt thử Đặt đế sạc không dây lần này quá đáng tiền, giao đúng món và đóng gói sạch sẽ á.",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Tui thấy Canh sale mua được bút màu nước giá tốt, cảm giác lời thật sự và mình đã quay clip mở hàng.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Tui thấy Mình háo hức mở mũ lưỡi trai, kết quả ổn thôi chứ chưa quá xuất sắc và mình đã quay clip mở hàng.",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"Bạn mình nhận xét Mua son dưỡng môi làm quà mà người nhận khen liên tục, mình thấy tự hào vì chọn đúng lần sau chắc mình sẽ cân nhắc kỹ hơn.",1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Săn mã giảm giá xong Mình lo bông tẩy trang không phải hàng chuẩn vì tem nhãn in khá mờ lần sau chắc mình sẽ cân nhắc kỹ hơn.,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Săn mã giảm giá xong Ban đầu mình sợ quần short kaki không hợp, dùng thử rồi thấy ổn hơn tưởng lần sau chắc mình sẽ cân nhắc kỹ hơn.",0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"Lần đầu mua bông tẩy trang có lỗi nhỏ nhưng shop phản hồi lịch sự, mình bớt khó chịu hơn luôn.",0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"Canh sale mua được miếng kê cổ tay giá tốt, cảm giác lời thật sự luôn.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Mẹ mình bảo Shop gói lược chải chó mèo cẩn thận, nhận hàng xong mình tin tưởng hơn nhiều nên chắc mình sẽ theo dõi thêm.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lần đầu mua ngũ cốc granola nhìn ngoài đời xinh hơn hình, mình phấn khích muốn dùng ngay và mình đã quay clip mở hàng.",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"Lần đầu mua Ban đầu mình sợ thảm nhà tắm không hợp, dùng thử rồi thấy ổn hơn tưởng nên chắc mình sẽ theo dõi thêm.",0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"Mẹ mình bảo Màu của bút màu nước lệch với ảnh, mình hụt hẫng vì đã chọn rất kỹ",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Bạn mình nhận xét cáp chuyển đổi type C có điểm ổn nhưng vài chi tiết chưa như mong đợi, mình vừa vui vừa tiếc nên chắc mình sẽ theo dõi thêm.",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Mẹ mình bảo balo laptop nhận về đẹp hơn mình tưởng, dùng thử một lúc đã thấy rất hài lòng nha.",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"Lần đầu mua Mua tinh dầu phòng ngủ làm quà mà người nhận khen liên tục, mình thấy tự hào vì chọn đúng mong shop giữ chất lượng như vậy.",1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"Bạn mình nhận xét lược chải chó mèo giá mềm nên mình không đòi hỏi nhiều, nhìn chung dùng được lần sau chắc mình sẽ cân nhắc kỹ hơn.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"quần short kaki hợp nhu cầu của mình hơn dự đoán, dùng xong thấy nhẹ nhõm và vui nha.",1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1
"Săn mã giảm giá xong Mình mở bát ăn cho mèo ra là thích ngay, chất liệu ổn và cảm giác dùng khá yên tâm và mình đã quay clip mở hàng.",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Tui thấy Đặt mật ong chai nhỏ để dùng gấp mà hàng thiếu chi tiết, mình rất khó chịu nhưng giá này vẫn chấp nhận được.",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"Mẹ mình bảo Mình mở chuột gaming ra là thích ngay, chất liệu ổn và cảm giác dùng khá yên tâm và mình đã quay clip mở hàng.",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Mẹ mình bảo Mình háo hức mở balo laptop, kết quả ổn thôi chứ chưa quá xuất sắc á.",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"Ban đầu mình sợ mền mỏng mùa hè không hợp, dùng thử rồi thấy ổn hơn tưởng và mình đã quay clip mở hàng.",0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"Săn mã giảm giá xong Mình háo hức mở vòng cổ thú cưng, kết quả ổn thôi chứ chưa quá xuất sắc nhưng giá này vẫn chấp nhận được.",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"Tui thấy Đang chờ dùng nước sốt trộn salad lâu hơn, hiện tại thấy ổn nhưng vẫn hơi lo độ bền á.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Săn mã giảm giá xong Nhìn bạn mua máy xay sinh tố cầm tay màu khác đẹp hơn mình hơi ghen, nhưng món của mình vẫn dùng ổn nha.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Tui thấy áo choàng tắm nhận về đẹp hơn mình tưởng, dùng thử một lúc đã thấy rất hài lòng và mình đã quay clip mở hàng.",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"Lần đầu mua Nhìn bạn mua áo choàng tắm màu khác đẹp hơn mình hơi ghen, nhưng món của mình vẫn dùng ổn á.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Săn mã giảm giá xong Mua sữa rửa mặt dịu nhẹ làm quà mà người nhận khen liên tục, mình thấy tự hào vì chọn đúng luôn.",1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"kẹp giấy màu làm mình bất ngờ vì nhỏ gọn hơn nghĩ, cần dùng thêm mới đánh giá chắc mong shop giữ chất lượng như vậy.",0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
"Săn mã giảm giá xong kệ góc phòng tắm nhìn ngoài đời xinh hơn hình, mình phấn khích muốn dùng ngay mong shop giữ chất lượng như vậy.",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"Săn mã giảm giá xong băng gạc cá nhân đơn giản nhưng hiệu quả, dùng lên thấy dễ chịu và bình tĩnh hơn á.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lần đầu mua kệ góc phòng tắm nhận về đẹp hơn mình tưởng, dùng thử một lúc đã thấy rất hài lòng á.",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"Mẹ mình bảo bảng trắng mini về tay bị lỗi nhẹ, mình buồn vì đã chờ món này khá lâu luôn.",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"Lần đầu mua Mở kem dưỡng tay ra thấy mùi nhựa nồng, cảm giác khó chịu và không muốn dùng ngay lần sau chắc mình sẽ cân nhắc kỹ hơn.",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Săn mã giảm giá xong Ban đầu mình sợ bảng trắng mini không hợp, dùng thử rồi thấy ổn hơn tưởng lần sau chắc mình sẽ cân nhắc kỹ hơn.",0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"túi chườm lạnh nhận về đẹp hơn mình tưởng, dùng thử một lúc đã thấy rất hài lòng nên chắc mình sẽ theo dõi thêm.",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"Mẹ mình bảo hộp đựng thực phẩm nhìn ngoài đời kém sang hơn ảnh, đem khoe với bạn hơi ngại",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Bạn mình nhận xét Mình lo tai nghe chụp tai không phải hàng chuẩn vì tem nhãn in khá mờ và mình đã quay clip mở hàng.,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Mình đặt thử Giao bàn chải đánh răng điện trễ hơn hẹn làm mình sốt ruột, nhận được rồi vẫn hơi bực lần sau chắc mình sẽ cân nhắc kỹ hơn.",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"Mình đặt thử loa mini để bàn khác mô tả khá nhiều, mình thất vọng vì kỳ vọng ban đầu cao á.",0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
"Lần đầu mua Mình mở nến thơm ra là thích ngay, chất liệu ổn và cảm giác dùng khá yên tâm nhưng giá này vẫn chấp nhận được.",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Săn mã giảm giá xong áo thun form rộng dùng tạm được nhưng hoàn thiện ẩu, càng nhìn càng thấy bực lần sau chắc mình sẽ cân nhắc kỹ hơn.",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
